,coin_ticker,received_money,sold_coins,role_of_token,category,goal,total_tokens,interest,fundraising_goal,start_end_date_coin_sell,ico_token_price,received_money,end_date,token_type,available_for_token_sale,min_max_personal_cap,whitelist,accepts,token_issue,cant_participate
8001,Injective Protocol,"$43,600,000 ",null,Utility,DEX,Not Set,null,"
High ",null,Market & Returns,null,"$43,600,000 ",Ended: 20 Oct 2020 ,null,null,null,null,null,null,null
8002,Wing,Pending ,null,Utility,DeFi,Pending,null,"
High ",null,Market & Returns,null,Pending ,Ended: 15 Oct 2020 ,null,null,null,null,null,null,null
8003,UniLend,"$3,250,000 ","$3,250,000 (100%) ",Utility,DeFi,"$3,250,000 ",null,"
High ",null,Market & Returns,null,"$3,250,000 ",Ended: 10 Oct 2020 ,null,null,null,null,null,null,null
8004,Bella Protocol,Pending ,null,Utility,DeFi,Pending,null,"
High ",null,Market & Returns,null,Pending ,Ended: 9 Oct 2020 ,null,null,null,null,null,null,null
8005,Flow ,"$19,500,000 ","$19,500,000 (100%) ",Utility,Blockchain,"$19,500,000 ",null,"
Very High ",null,Market & Returns,null,"$19,500,000 ",Ended: 6 Oct 2020 ,null,null,null,null,null,null,null
8006,NuCypher ,"$125,639,115 ",null,7,Blockchain Service,Not Set,null,"
Very High ",null,Market & Returns,null,"$125,639,115 ",Ended: 30 Sep 2020 ,null,null,null,null,null,null,null
8007,Flamingo Finance,Pending ,null,Utility,DeFi,Pending,"250,000,000",Ticker: FLM, NEO ,23 Sep – 29 Sep,null,Pending ,Ended: 29 Sep 2020 ,NEP-5,null,null,null,NEO,null,null
8008,Linear Finance,"$307,500 ","$310,000 (100%) ",Utility,Protocol,"$310,000 ",null,"
High ",null,Market & Returns,null,"$307,500 ",Ended: 17 Sep 2020 ,null,null,null,null,null,null,null
8009,Frontier,"$600,000 ","$600,000 (100%) ",Utility,DeFi,"$600,000 ",null,Ticker: FRONT," $150,000 ",15 Sep – 15 Sep, 1 FRONT = 0.08 USD ,"$600,000 ",Ended: 15 Sep 2020 ,ERC20,null,null,null,USDT,null,null
8010,Perpetual Protocol ,"$7,150,000 ","$9,750,000 (73%) ",Utility,Protocol,"$9,750,000 ",null,"
High ",null,Market & Returns,null,"$7,150,000 ",Ended: 12 Sep 2020 ,null,null,null,null,null,null,null
8011,Stafi,"$1,015,000 ","$1,020,000 (100%) ",Utility,Protocol,"$1,020,000 ",null,"
High ",null,Market & Returns,null,"$1,015,000 ",Ended: 10 Sep 2020 ,null,null,null,null,null,null,null
8012,SKALE Network,Pending ,null,Utility,Protocol,Pending,"4,140,000,000",Ticker: SKL," $4,375,000 ",3 Sep – 5 Sep, 1 SKL = 0.03 USD ,Pending ,Ended: 5 Sep 2020 ,ERC777,1.8%,"TBA / $1,153",null,"ETH, DAI, USDC",All purchasers will have an opportunity to put their tokens to use by the first epoch on October 1st and therefore satisfy Proof of Use ending on December 1st.,null
8013,OIN Finance,"$192,000 ","$190,000 (100%) ",Utility,DeFi,"$190,000 ","100,000,000",Ticker: OIN," $192,000 ",31 Aug – 31 Aug, 1 OIN = 0.08 USD ,"$192,000 ",Ended: 31 Aug 2020 ,Ontology,null,600 USD / 600 USD,null,USDT,null,null
8014,Near Protocol ,"$33,625,000 ","$33,630,000 (100%) ",Utility,Blockchain,"$33,630,000 ",null,"
High ",null,Market & Returns,null,"$33,625,000 ",Ended: 25 Aug 2020 ,null,null,null,null,null,null,null
8015,Celo,"$6,500,000 1% ","$1,248,000,000 (1%) ",Utility,Payments,"$1,248,000,000 ",null,"
Medium ",null,Market & Returns,null,"$6,500,000 1% ",Ended: 11 May 2020 ,null,null,null,null,null,null,null
8016,JUST,"$4,066,920 99% ","$4,070,000 (100%) ",Utility,Stablecoin,"$4,070,000 ",null,"
High ",null,Market & Returns,null,"$4,066,920 99% ",Ended: 5 May 2020 ,null,null,null,null,null,null,null
8017,UMA,Pending ,null,Utility,Smart Contract,Pending,null,"
Medium ",null,Market & Returns,null,Pending ,Ended: 29 Apr 2020 ,null,null,null,null,null,null,null
8018,xDai,Pending ,null,Utility,Blockchain Service,Pending,null,"
High ",null,Market & Returns,null,Pending ,Ended: 28 Apr 2020 ,null,null,null,null,null,null,null
8019,Cartesi,"$1,500,000 100% ","$1,500,000 (100%) ",Utility,Dapp,"$1,500,000 ",null,"
High ",null,Market & Returns,null,"$1,500,000 100% ",Ended: 21 Apr 2020 ,null,null,null,null,null,null,null
8020,Elixxir,"$17,700,000 77% ","$23,000,000 (77%) ",Utility,Blockchain,"$23,000,000 ","1,000,000,000",Ticker: XX," $15,000,000 ",22 Jan – 20 Mar, 1 XX = 0.36 USD ,"$17,700,000 77% ",Ended: 20 Mar 2020 ,ERC-1404,4.3%,1000$ / 500000$,null,"ETH, BTC, USD, USDC, GUSD",null,USA
8021,Band Protocol,"$10,850,000 100% ","$10,850,000 (100%) ",Utility,Protocol,"$10,850,000 ",null,"
High ",null,Market & Returns,null,"$10,850,000 100% ",Ended: 17 Sep 2019 ,null,null,null,null,null,null,null
8022,Blockstack,"$80,500,000 94% ","$85,500,000 (94%) ",9,Network,"$85,500,000 ",null,"
High ",null,Market & Returns,null,"$80,500,000 94% ",Ended: 8 Sep 2019 ,null,null,null,null,null,null,null
8023,Perlin,"$6,700,000 100% ","$6,700,000 (100%) ",Utility,Protocol,"$6,700,000 ",null,"
High ",null,Market & Returns,null,"$6,700,000 100% ",Ended: 25 Aug 2019 ,null,null,null,null,null,null,null
8024,UltrAlpha,"$2,000,000 100% ","$2,000,000 (100%) ",Utility,Blockchain Service,"$2,000,000 ",null,"
High ",null,Market & Returns,null,"$2,000,000 100% ",Ended: 14 Aug 2019 ,null,null,null,null,null,null,null
8025,Wink,"$16,000,000 100% ","$16,000,000 (100%) ",Utility,Gambling,"$16,000,000 ",null,"
High ",null,Market & Returns,null,"$16,000,000 100% ",Ended: 31 Jul 2019 ,null,null,null,null,null,null,null
8026,Ultra,"$5,000,000 100% ","$5,000,000 (100%) ",Utility,Blockchain Platform,"$5,000,000 ",null,"
High ",null,Market & Returns,null,"$5,000,000 100% ",Ended: 16 Jul 2019 ,null,null,null,null,null,null,null
8027,Elrond Network,"$5,150,000 99% ","$5,150,000 (100%) ",17,Blockchain,"$5,150,000 ",null,"
Very High ",null,Market & Returns,null,"$5,150,000 99% ",Ended: 2 Jul 2019 ,null,null,null,null,null,null,null
8028,Ampleforth,"$4,999,234 100% ","$5,000,000 (100%) ",Utility,Protocol,"$5,000,000 ",null,"
High ",null,Market & Returns,null,"$4,999,234 100% ",Ended: 27 Jun 2019 ,null,null,null,null,null,null,null
8029,Kresko,"$2,350,000 ",null,Utility,Platform,Not Set,null,null,null,period isn't set,null,"$2,350,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8030,Empiric Network,"$7,000,000 ",null,Utility,Blockchain Service,Not Set,null,null,null,period isn't set,null,"$7,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8031,EyesFi,"$2,000,000 ",null,Utility,Platform,Not Set,"1,000,000,000",Ticker: SPX,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8032,Chain Of Alliance,"$2,400,000 ",null,Utility,Gaming,Not Set,null,Ticker: COA,null,period isn't set,null,"$2,400,000 ",		DATE: TBA		,Chromia,null,null,null,null,null,null
8033,Burnt,"$11,000,000 ",null,Utility,Blockchain,Not Set,null,null,null,period isn't set,null,"$11,000,000 ",		DATE: TBA		,Cosmos Network,null,null,null,null,null,null
8034,Anoma,"$57,750,000 ",null,Utility,Protocol,Not Set,null,null, ETH ,period isn't set,null,"$57,750,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8035,Aleo,"$298,000,000 ",null,Utility,Platform,Not Set,null,null,null,period isn't set,null,"$298,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8036,EnsoFinance,"$5,000,000 ",null,Utility,Platform,Not Set,null,null, Token ,July (no exact dates),null,"$5,000,000 ",		31 Jul		,ERC20,null,null,null,null,null,null
8037,zkSync ,"$458,000,000 ",null,Utility,Protocol,Not Set,null,null,null,period isn't set,null,"$458,000,000 ",		DATE: TBA		,Own blockchain,null,null,null,null,null,null
8038,StarkWare ,"$273,000,000 ",null,Utility,Blockchain Service,Not Set,null,null,null,period isn't set,null,"$273,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8039,Ozone Metaverse,"$1,430,000 ","$1,430,000 (100%) ",Utility,Platform,"$1,430,000 ","2,000,000,000",Not Rated," $280,000 ",16 Jun – 6 Jul, 1 OZONE = 0.007 USD ,"$1,430,000 ",Ended: 6 Jul 2023 ,Flow,"21,25%",null,null,null,null,null
8040,TypeIT,Pending ,null,Utility,Blockchain Service,Pending,"1,000,000,000",Not Rated," 22,000,000 Token  ",28 Jun – 6 Jul, 1 TYPE = 0.05 USD ,Pending ,Ended: 6 Jul 2023 ,ERC20,null,null,null,null,null,null
8041,EGO (Paysenger),"$4,160,000 ","$4,160,000 (100%) ",Utility,Social Network,"$4,160,000 ","500,000,000",Not Rated," $859,000 ",1 Jun – 5 Jul, 1 EGO = 0.06 USD ,"$4,160,000 ",Ended: 5 Jul 2023 ,BEP-20,26.6%,100$ / 2500$,"Yes (until 24 May, ","ETH, USDT, USDC, DOT",null,"Afghanistan, Burundi, Central African Republic, Congo, Cuba, Puerto Rico, Somalia, Sudan, USA, Venezuela, Zimbabwe"
8042,Goracle,"$3,725,000 ","$3,730,000 (100%) ",Utility,Blockchain Service,"$3,730,000 ",null,Not Rated,null,Market & Returns,null,"$3,725,000 ",Ended: 5 Jul 2023 ,null,null,null,null,null,null,null
8043,BIDSHOP,"$250,000 ",null,Utility,DeFi,Not Set,null,Not Rated,null,Market & Returns,null,"$250,000 ",Ended: 30 Jun 2023 ,null,null,null,null,null,null,null
8044,Tectum,"$4,202,573 ",null,Utility,Blockchain,Not Set,null,Not Rated,null,Market & Returns,null,"$4,202,573 ",Ended: 30 Jun 2023 ,null,null,null,null,null,null,null
8045,Ethlas,"$8,700,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$8,700,000 ",Ended: 28 Jun 2023 ,null,null,null,null,null,null,null
8046,Archway,"$27,000,000 ","$27,000,000 (100%) ",Utility,Blockchain,"$27,000,000 ","1,000,000,000",Not Rated," $6,000,000 ",15 Jun – 23 Jun, 1 ARCH = 0.2 USD ,"$27,000,000 ",Ended: 23 Jun 2023 ,Cosmos Network,"19,5%",100$ / 1000$,null,"USDT, USDC",null,"Canada, China, Congo, Iraq, North Korea, USA"
8047,PolyGame,"$5,225,000 ","$5,230,000 (100%) ",Utility,Platform,"$5,230,000 ","5,000,000,000",Not Rated," $100,000 ",12 Jun – 16 Jun, 1 PGEM = 0.075 USD ,"$5,225,000 ",Ended: 16 Jun 2023 ,Polygon,6%,null,null,"USDC, BUSD",null,null
8048,War Legends,Pending ,null,Utility,Gaming,Pending,"350,000,000",Not Rated," $250,000 ",9 Jun – 15 Jun, 1 WAR = 0.037 USD ,Pending ,Ended: 15 Jun 2023 ,Polygon,"21,97%",null,null,null,null,null
8049,OtterHome,Pending ,null,Utility,DeFi,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 13 Jun 2023 ,null,null,null,null,null,null,null
8050,HyperGPT,"$1,665,000 ","$1,670,000 (100%) ",Utility,Marketplace,"$1,670,000 ",null,Not Rated,null,Market & Returns,null,"$1,665,000 ",Ended: 11 Jun 2023 ,null,null,null,null,null,null,null
8051,Cyber Arena,"$2,100,000 ","$2,100,000 (100%) ",Utility,Gaming,"$2,100,000 ",null,Not Rated,null,Market & Returns,null,"$2,100,000 ",Ended: 8 Jun 2023 ,null,null,null,null,null,null,null
8052,KAIF,"$500,000 ",null,Utility,Platform,Not Set,"90,000,000",Not Rated," $500,000 ",June (no exact dates), 1 KAF = 0.15 USD ,"$500,000 ",Ended: 8 Jun 2023 ,BEP-20,null,null,null,BUSD,null,null
8053,GPT Guru,"$1,448,000 ","$1,450,000 (100%) ",Utility,Artificial Intelligence,"$1,450,000 ",null,Not Rated,null,Market & Returns,null,"$1,448,000 ",Ended: 7 Jun 2023 ,null,null,null,null,null,null,null
8054,Metaverse Kombat,"$2,200,000 ",null,Utility,Gaming,Not Set,"300,000,000",Not Rated," $1,200,000 ",11 May – 4 Jun, 1 MVK = 0.08 USD ,"$2,200,000 ",Ended: 4 Jun 2023 ,BEP-20,11%,null,null,USDT,null,null
8055,Cogito Protocol,Pending ,null,Utility,DeFi,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 3 Jun 2023 ,null,null,null,null,null,null,null
8056,The Qwan,"$500,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$500,000 ",Ended: 30 May 2023 ,null,null,null,null,null,null,null
8057,Eldarune,"$1,750,500 ","$1,750,000 (100%) ",Utility,Gaming,"$1,750,000 ",null,Not Rated,null,Market & Returns,null,"$1,750,500 ",Ended: 30 May 2023 ,null,null,null,null,null,null,null
8058,Bware Labs,"$7,200,000 ",null,Utility,Blockchain Platform,Not Set,"100,000,000",Not Rated," 1,780,000 Token ",24 May – 30 May, 1 INFRA = 0.5 USD ,"$7,200,000 ",Ended: 30 May 2023 ,ERC20,"0,25%",null,null,null,null,null
8059,Orbofi,"$2,600,000 ","$2,600,000 (100%) ",Utility,Platform,"$2,600,000 ",null,Not Rated,null,Market & Returns,null,"$2,600,000 ",Ended: 28 May 2023 ,null,null,null,null,null,null,null
8060,Pika Protocol,"$8,700,000 ",null,Utility,Exchange,Not Set,null,Not Rated,null,Market & Returns,null,"$8,700,000 ",Ended: 27 May 2023 ,null,null,null,null,null,null,null
8061,Wistaverse,"$930,000 ","$930,000 (100%) ",Utility,Platform,"$930,000 ",null,Not Rated,null,Market & Returns,null,"$930,000 ",Ended: 25 May 2023 ,null,null,null,null,null,null,null
8062,BladeDAO,Pending ,null,Utility,Gaming,Pending,"10,000,000",Not Rated, ETH ,19 May – 24 May, 1 BLADE = 0.0008333 ETH ,Pending ,Ended: 24 May 2023 ,Own blockchain,null,null,null,null,null,null
8063,Tenet,"$2,400,000 ","$2,400,000 (100%) ",Utility,Blockchain,"$2,400,000 ","1,200,000,000",Not Rated," $1,560,000 ",10 May – 24 May, 1 TENET = 0.02 USD ,"$2,400,000 ",Ended: 24 May 2023 ,Own blockchain,10%,null,null,null,null,null
8064,The Unfettered,"$2,500,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$2,500,000 ",Ended: 23 May 2023 ,null,null,null,null,null,null,null
8065,Turbos Finance,"$3,750,000 ","$3,750,000 (100%) ",Utility,DEX,"$3,750,000 ","10,000,000,000",Not Rated," $750,000 ",9 May – 15 May, 1 TURBOS = 0.005 USD ,"$3,750,000 ",Ended: 15 May 2023 ,Own blockchain,"10,5%",null,null,null,null,null
8066,WeFi,"$1,125,000 ",null,Utility,Lending,Not Set,null,Not Rated,null,Market & Returns,null,"$1,125,000 ",Ended: 15 May 2023 ,null,null,null,null,null,null,null
8067,LimeWire,"$10,400,000 ",null,Utility,Marketplace,Not Set,null,Not Rated,null,Market & Returns,null,"$10,400,000 ",Ended: 15 May 2023 ,null,null,null,null,null,null,null
8068,FitBurn,"$4,600,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$4,600,000 ",Ended: 14 May 2023 ,null,null,null,null,null,null,null
8069,Finblox,"$3,900,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$3,900,000 ",Ended: 13 May 2023 ,null,null,null,null,null,null,null
8070,ArbiPad,"$1,200,000 ","$1,200,000 (100%) ",Utility,Platform,"$1,200,000 ","10,000,000,000",Not Rated," $1,200,000 ",8 May – 11 May, 1 ARBI = 0.0005 USD ,"$1,200,000 ",Ended: 11 May 2023 ,Own blockchain,24%,null,null,null,null,null
8071,SuiPad,"$1,645,000 ","$1,650,000 (100%) ",Utility,Platform,"$1,650,000 ",null,Not Rated,null,Market & Returns,null,"$1,645,000 ",Ended: 10 May 2023 ,null,null,null,null,null,null,null
8072,Hypercycle,"$7,516,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$7,516,000 ",Ended: 10 May 2023 ,null,null,null,null,null,null,null
8073,Radiant Capital,Pending ,null,Utility,Market,Pending,"1,000,000,000",Not Rated," 15,000,000 Token ",31 Mar – 10 May,null,Pending ,Ended: 10 May 2023 ,BEP-20,null,null,null,null,null,null
8074,Karate Combat,"$18,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$18,000,000 ",Ended: 8 May 2023 ,null,null,null,null,null,null,null
8075,LitLab Games,"$2,065,000 ","$2,070,000 (100%) ",Utility,Gaming,"$2,070,000 ",null,Not Rated,null,Market & Returns,null,"$2,065,000 ",Ended: 8 May 2023 ,null,null,null,null,null,null,null
8076,Coinzix,"$2,240,000 ","$2,240,000 (100%) ",Utility,Exchange,"$2,240,000 ",null,Not Rated,null,Market & Returns,null,"$2,240,000 ",Ended: 2 May 2023 ,null,null,null,null,null,null,null
8077,Naviern,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 30 Apr 2023 ,null,null,null,null,null,null,null
8078,BlueSale,"$1,600,000 ","$1,600,000 (100%) ",Utility,DeFi,"$1,600,000 ",null,Not Rated,null,Market & Returns,null,"$1,600,000 ",Ended: 28 Apr 2023 ,null,null,null,null,null,null,null
8079,Open Campus,"$2,500,000 ",null,Utility,Education,Not Set,null,Not Rated,null,Market & Returns,null,"$2,500,000 ",Ended: 28 Apr 2023 ,null,null,null,null,null,null,null
8080,Hepton,"$2,620,750 ","$2,620,000 (100%) ",Utility,Blockchain Service,"$2,620,000 ",null,Not Rated,null,Market & Returns,null,"$2,620,750 ",Ended: 26 Apr 2023 ,null,null,null,null,null,null,null
8081,GoSleep,"$2,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$2,000,000 ",Ended: 19 Apr 2023 ,null,null,null,null,null,null,null
8082,PlayZap,"$4,350,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,Market & Returns,null,"$4,350,000 ",Ended: 18 Apr 2023 ,null,null,null,null,null,null,null
8083,Crown,Pending ,null,Utility,Blockchain,Pending,null,Not Rated,null,Market & Returns,null,Pending ,Ended: 18 Apr 2023 ,null,null,null,null,null,null,null
8084,Yesports,"$6,050,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,Market & Returns,null,"$6,050,000 ",Ended: 15 Apr 2023 ,null,null,null,null,null,null,null
8085,Reign of Terror,"$2,670,000 ","$2,670,000 (100%) ",Utility,Gaming,"$2,670,000 ","2,000,000,000",Not Rated," $375,000 ",4 Apr – 12 Apr, 1 REIGN = 0.0125 USD ,"$2,670,000 ",Ended: 12 Apr 2023 ,Solana,"14,5%",null,null,USDT,null,null
8086,Reality Metaverse,"$750,000 ",null,Utility,Blockchain Service,Not Set,"1,000,000,000",Not Rated," $700,000 ",5 Apr – 11 Apr, 1 RLTM = 0.04 USD ,"$750,000 ",Ended: 11 Apr 2023 ,Polygon,22%,null,null,USDT,null,null
8087,Delysium,"$14,000,000 ",null,Utility,Gaming,Not Set,"3,000,000,000",Not Rated," $20,000 ",10 Apr – 11 Apr, 1 AGI = 0.033 USD ,"$14,000,000 ",Ended: 11 Apr 2023 ,ERC20,20%,null,null,USDT,null,null
8088,Moovy,"$3,610,000 ","$3,610,000 (100%) ",Utility,Gaming,"$3,610,000 ","100,000,000",Not Rated," $50,000 ",30 Mar – 11 Apr, 1 MOIL = 0.37 USD ,"$3,610,000 ",Ended: 11 Apr 2023 ,BEP-20,27%,null,null,USDT,null,null
8089,KryptAI,"$100,000 ",null,Utility,Artificial Intelligence,Not Set,"1,000,000,000",Not Rated," 221,700,000 Token ",31 Mar – 9 Apr, 1 KAI = 0.000857 USD ,"$100,000 ",Ended: 9 Apr 2023 ,Own blockchain,35%,null,null,USDT,null,null
8090,Pomerium,"$20,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated, ETH ,until 9 Apr,null,"$20,000,000 ",Ended: 9 Apr 2023 ,BEP-20,null,null,null,null,null,null
8091,ChainGPT,"$905,000 ",null,Utility,Artificial Intelligence,Not Set,"1,000,000,000",Not Rated," $720,000 ",5 Apr – 8 Apr, 1 CGPT = 0.008 USD ,"$905,000 ",Ended: 8 Apr 2023 ,BEP-20,19%,null,null,USDT,null,null
8092,Glory Finance,"$3,500,000 ",null,Utility,DeFi,Not Set,"150,000,000",Not Rated," $175,000 ",4 Apr – 8 Apr, 1 GLR = 0.8 USD ,"$3,500,000 ",Ended: 8 Apr 2023 ,BEP-20,10%,null,null,USDT,null,null
8093,Arken Finance,Pending ,null,Utility,Blockchain Service,Pending,"10,000,000,000",Not Rated," $2,250,000 ",3 Apr – 6 Apr, 1 ARKEN = 0.004 USD ,Pending ,Ended: 6 Apr 2023 ,Own blockchain,null,null,null,USDT,null,null
8094,Stella Fantasy,"$5,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated," $150,000 ",4 Apr – 5 Apr, 1 SFTY = 0.1 USD ,"$5,000,000 ",Ended: 5 Apr 2023 ,ERC20,"13,2%",null,null,USDT,null,null
8095,WiFi Map,"$1,700,000 ","$1,700,000 (100%) ",Utility,Platform,"$1,700,000 ","1,000,000,000",Not Rated," $500,000 ",30 Mar – 1 Apr, 1 WIFI = 0.025 USD ,"$1,700,000 ",Ended: 1 Apr 2023 ,Polygon,"11,4%",null,null,USDT,null,null
8096,Coniun,"$538,000 ","$700,000 (77%) ",Utility,Blockchain Service,"$700,000 ","100,000,000",Not Rated," $315,000 ",30 Mar – 31 Mar, 1 CONI = 0.045 USD ,"$538,000 ",Ended: 31 Mar 2023 ,ERC20,19%,null,null,USDT,null,null
8097,Alaska Gold Rush,"$150,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated," $100,000 ",29 Mar – 30 Mar, 1 CARAT = 0.03 USD ,"$150,000 ",Ended: 30 Mar 2023 ,BEP-20,30%,null,null,USDT,null,null
8098,ARTT Network,"$225,000 ","$230,000 (100%) ",Utility,Platform,"$230,000 ","2,000,000,000",Not Rated," $100,000 ",27 Mar – 30 Mar, 1 ARTT = 0.1 USD ,"$225,000 ",Ended: 30 Mar 2023 ,BEP-20,null,null,null,USDT,null,null
8099,NuriTopia,Pending ,null,Utility,Platform,Pending,"5,000,000,000",Not Rated," $120,000 ",23 Mar – 24 Mar, 1 NBLU = 0.015 USD ,Pending ,Ended: 24 Mar 2023 ,BEP-20,8%,null,null,USDT,null,null
8100,Mintlayer,"$5,200,000 ",null,Utility,DeFi,Not Set,"400,000,000",Not Rated," $100,000 ",22 Mar – 23 Mar, 1 ML = 0.25 USD ,"$5,200,000 ",Ended: 23 Mar 2023 ,ERC20,"33,77%",null,null,USDT,null,null
8101,OVO NFT Platform,Pending ,null,Utility,Platform,Pending,"240,000,000",Not Rated," $150,000 ",21 Mar – 22 Mar, 1 OVO = 0.16 USD ,Pending ,Ended: 22 Mar 2023 ,ERC20,"18,75%",null,null,USDT,null,null
8102,Space ID,"$12,500,000 ",null,Utility,Blockchain Service,Not Set,"2,000,000,000",Not Rated," $2,500,000 ",17 Mar – 22 Mar, 1 ID = 0.025 USD ,"$12,500,000 ",Ended: 22 Mar 2023 ,BEP-20,null,null,null,USDT,null,null
8103,Minima,"$2,500,000 ","$4,500,000 (56%) ",Utility,Blockchain,"$4,500,000 ","60,000,000",Not Rated," $4,500,000 ",14 Feb – 21 Mar, 1 WMINIMA = 0.3 USD ,"$2,500,000 ",Ended: 21 Mar 2023 ,ERC20,6%,null,null,USDT,null,null
